"ASV" "cluster" "median" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "BOLD_bin" "representative" "n_reads" "n_samples"
"64" "b0242fc4e5b546bf8d53dd2ec8a2efd9" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 315 9
"65" "db534d032503e095dbebe5d65090786a" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 309 2
"66" "de0d2e56b7c1634f557f757e56a4cd5a" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 286 1
"67" "65f681c22dc12c1ccb2e87e1566d31d8" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 281 1
"68" "9e85f39a8493ee7a78a9d6714fc28b9d" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 281 2
"69" "ccf3b8eb99e2e0b0d2f9d91c5582db6e" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 281 2
"70" "56ff96f7aff900ccbefb3b1d8c1a1728" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 279 1
"71" "006445c0e0c50604f905e4b188582488" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 271 1
"72" "348651f28abeeffd6109fc08af5fb8c0" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 271 1
"73" "5a633609445c4c6f0539c1f734016666" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 270 8
"74" "5818d198206a537d31a5ecc335be8edd" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 264 3
"75" "2af1f3e533f9b48145567ddd98a0527f" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 245 2
"76" "04984fed65537eb528e1162f1a15d129" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 242 1
"77" "587d6a2a211784d9663ca82de2bd870c" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 238 8
"78" "9dfd475878654775dc498f81009597ae" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 232 6
"79" "dd2a60ebd0eec1e2fd2750ff5eb71b8a" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 201 1
"80" "233b01d3a1e11ca5eb08eb714054ca78" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 192 1
